"Person"	 "Item"	 "Problem"	 "Y"	 "Y.sub1"	 "Y.sub2"	 "Y.sub3"	 "Y.sub4"	 "Y.sub5"	 "Y.sub6"	 "Items"
59	 1	 1	 1	 2	 4	 3	 4	 2	 1	 "Item_1"
60	 1	 1	 1	 3	 4	 4	 4	 4	 1	 "Item_1"
61	 1	 1	 0	 1	 3	 2	 2	 2	 1	 "Item_1"
62	 1	 1	 0	 0	 1	 2	 3	 2	 0	 "Item_1"
63	 1	 1	 0	 1	 1	 0	 1	 1	 1	 "Item_1"
64	 1	 1	 1	 4	 4	 4	 4	 4	 0	 "Item_1"
65	 1	 1	 0	 1	 2	 1	 2	 0	 1	 "Item_1"
66	 1	 1	 0	 1	 1	 1	 3	 2	 1	 "Item_1"
67	 1	 1	 0	 2	 4	 4	 4	 4	 0	 "Item_1"
68	 1	 1	 0	 0	 1	 2	 1	 2	 0	 "Item_1"
69	 1	 1	 0	 0	 1	 0	 1	 1	 0	 "Item_1"
70	 1	 1	 0	 0	 2	 1	 1	 1	 1	 "Item_1"
71	 1	 1	 0	 0	 3	 2	 4	 1	 0	 "Item_1"
72	 1	 1	 0	 2	 2	 2	 3	 2	 0	 "Item_1"
73	 1	 1	 0	 0	 2	 3	 2	 1	 1	 "Item_1"
74	 1	 1	 0	 1	 2	 3	 3	 2	 0	 "Item_1"
75	 1	 1	 0	 0	 0	 3	 1	 2	 0	 "Item_1"
76	 1	 1	 0	 1	 2	 2	 2	 2	 0	 "Item_1"
77	 1	 1	 0	 1	 4	 1	 1	 2	 0	 "Item_1"
78	 1	 1	 0	 1	 4	 2	 3	 3	 0	 "Item_1"
79	 1	 1	 0	 0	 1	 0	 1	 1	 0	 "Item_1"
80	 1	 1	 0	 1	 2	 3	 3	 4	 0	 "Item_1"
81	 1	 1	 0	 0	 1	 2	 2	 1	 1	 "Item_1"
82	 1	 1	 0	 0	 1	 0	 0	 1	 1	 "Item_1"
83	 1	 1	 0	 0	 2	 2	 3	 1	 1	 "Item_1"
84	 1	 1	 0	 0	 1	 2	 1	 0	 1	 "Item_1"
85	 1	 1	 0	 1	 4	 4	 3	 3	 1	 "Item_1"
86	 1	 1	 0	 0	 0	 0	 0	 2	 0	 "Item_1"
87	 1	 1	 0	 1	 2	 2	 1	 2	 0	 "Item_1"
88	 1	 1	 0	 1	 2	 3	 3	 3	 0	 "Item_1"
89	 1	 1	 0	 0	 1	 2	 0	 1	 0	 "Item_1"
90	 1	 1	 0	 1	 1	 2	 2	 1	 1	 "Item_1"
91	 1	 1	 0	 2	 4	 4	 4	 4	 0	 "Item_1"
92	 1	 1	 0	 0	 1	 2	 2	 2	 0	 "Item_1"
93	 1	 1	 0	 1	 4	 2	 3	 3	 0	 "Item_1"
94	 1	 1	 0	 2	 4	 3	 4	 4	 1	 "Item_1"
95	 1	 1	 0	 0	 2	 2	 2	 1	 0	 "Item_1"
96	 1	 1	 0	 1	 2	 2	 4	 3	 0	 "Item_1"
97	 1	 1	 1	 3	 4	 3	 4	 4	 1	 "Item_1"
98	 1	 1	 0	 2	 3	 2	 2	 1	 0	 "Item_1"
99	 1	 1	 0	 0	 3	 2	 2	 3	 0	 "Item_1"
100	 1	 1	 0	 1	 4	 3	 3	 3	 0	 "Item_1"
101	 1	 1	 0	 0	 2	 2	 2	 1	 0	 "Item_1"
102	 1	 1	 0	 2	 4	 3	 3	 3	 1	 "Item_1"
103	 1	 1	 0	 0	 2	 2	 3	 2	 0	 "Item_1"
104	 1	 1	 0	 0	 2	 2	 2	 2	 1	 "Item_1"
105	 1	 1	 0	 1	 4	 3	 4	 3	 0	 "Item_1"
106	 1	 1	 0	 0	 3	 3	 2	 2	 0	 "Item_1"
107	 1	 1	 0	 0	 1	 1	 1	 2	 1	 "Item_1"
108	 1	 1	 0	 2	 2	 4	 4	 4	 1	 "Item_1"
109	 1	 1	 1	 1	 1	 3	 1	 3	 1	 "Item_1"
110	 1	 1	 0	 2	 3	 3	 2	 3	 0	 "Item_1"
111	 1	 1	 0	 0	 3	 2	 1	 2	 1	 "Item_1"
112	 1	 1	 0	 1	 2	 3	 2	 2	 0	 "Item_1"
113	 1	 1	 0	 0	 1	 3	 3	 3	 1	 "Item_1"
114	 1	 1	 0	 1	 3	 3	 4	 3	 1	 "Item_1"
115	 1	 1	 0	 0	 2	 2	 1	 2	 1	 "Item_1"
116	 1	 1	 0	 1	 2	 1	 1	 2	 1	 "Item_1"
117	 1	 1	 1	 4	 4	 4	 4	 4	 1	 "Item_1"
118	 1	 1	 0	 1	 3	 2	 1	 3	 1	 "Item_1"
119	 1	 1	 1	 2	 4	 3	 4	 2	 1	 "Item_1"
120	 1	 1	 0	 1	 1	 3	 3	 2	 1	 "Item_1"
121	 1	 1	 0	 2	 4	 4	 4	 4	 0	 "Item_1"
122	 1	 1	 0	 1	 1	 3	 1	 1	 0	 "Item_1"
123	 1	 1	 0	 0	 1	 2	 2	 1	 0	 "Item_1"
124	 1	 1	 0	 0	 1	 3	 3	 1	 0	 "Item_1"
125	 1	 1	 0	 0	 1	 0	 0	 0	 0	 "Item_1"
126	 1	 1	 0	 1	 2	 3	 3	 2	 0	 "Item_1"
127	 1	 1	 1	 3	 4	 3	 4	 3	 1	 "Item_1"
128	 1	 1	 0	 0	 2	 3	 3	 1	 0	 "Item_1"
129	 1	 1	 0	 1	 2	 2	 1	 1	 1	 "Item_1"
130	 1	 1	 0	 0	 2	 1	 1	 0	 0	 "Item_1"
131	 1	 1	 0	 1	 3	 3	 4	 2	 0	 "Item_1"
132	 1	 1	 0	 1	 3	 3	 4	 2	 0	 "Item_1"
133	 1	 1	 0	 1	 0	 2	 3	 1	 1	 "Item_1"
134	 1	 1	 0	 0	 3	 3	 4	 4	 0	 "Item_1"
135	 1	 1	 0	 1	 2	 3	 4	 2	 1	 "Item_1"
136	 1	 1	 0	 0	 1	 2	 1	 1	 0	 "Item_1"
137	 1	 1	 0	 1	 1	 1	 4	 1	 0	 "Item_1"
138	 1	 1	 1	 2	 2	 1	 0	 2	 0	 "Item_1"
139	 1	 1	 0	 2	 3	 3	 4	 3	 1	 "Item_1"
140	 1	 1	 0	 0	 0	 0	 0	 0	 0	 "Item_1"
141	 1	 1	 0	 0	 1	 1	 1	 2	 0	 "Item_1"
142	 1	 1	 1	 1	 1	 2	 2	 1	 0	 "Item_1"
143	 1	 1	 0	 1	 4	 3	 1	 2	 1	 "Item_1"
144	 1	 1	 0	 1	 4	 4	 4	 3	 1	 "Item_1"
145	 1	 1	 0	 2	 4	 3	 4	 3	 1	 "Item_1"
146	 1	 1	 0	 2	 3	 4	 3	 4	 0	 "Item_1"
147	 1	 1	 0	 1	 2	 1	 3	 1	 1	 "Item_1"
148	 1	 1	 0	 0	 2	 3	 1	 2	 1	 "Item_1"
149	 1	 1	 0	 1	 2	 3	 2	 1	 0	 "Item_1"
150	 1	 1	 0	 1	 1	 2	 0	 1	 0	 "Item_1"
151	 1	 1	 0	 0	 1	 0	 1	 0	 1	 "Item_1"
152	 1	 1	 0	 0	 1	 1	 0	 1	 1	 "Item_1"
153	 1	 1	 0	 0	 2	 2	 0	 0	 1	 "Item_1"
154	 1	 1	 0	 1	 2	 2	 2	 3	 0	 "Item_1"
155	 1	 1	 0	 0	 2	 3	 2	 2	 0	 "Item_1"
156	 1	 1	 0	 1	 3	 4	 4	 3	 0	 "Item_1"
157	 1	 1	 0	 1	 3	 3	 3	 2	 0	 "Item_1"
158	 1	 1	 1	 1	 2	 2	 2	 3	 1	 "Item_1"
159	 1	 1	 0	 0	 0	 2	 0	 0	 0	 "Item_1"
160	 1	 1	 0	 0	 2	 1	 0	 0	 1	 "Item_1"
161	 1	 1	 0	 1	 2	 2	 4	 3	 0	 "Item_1"
162	 1	 1	 0	 0	 1	 1	 0	 1	 0	 "Item_1"
163	 1	 1	 0	 0	 0	 0	 0	 0	 0	 "Item_1"
164	 1	 1	 0	 2	 4	 2	 3	 4	 1	 "Item_1"
165	 1	 1	 0	 1	 2	 3	 3	 3	 1	 "Item_1"
166	 1	 1	 0	 0	 1	 2	 2	 1	 1	 "Item_1"
167	 1	 1	 0	 1	 3	 3	 2	 3	 0	 "Item_1"
168	 1	 1	 0	 0	 1	 1	 1	 0	 1	 "Item_1"
169	 1	 1	 0	 0	 0	 0	 0	 1	 0	 "Item_1"
170	 1	 1	 0	 1	 3	 3	 0	 1	 1	 "Item_1"
171	 1	 1	 0	 0	 1	 0	 0	 1	 1	 "Item_1"
172	 1	 1	 0	 1	 2	 2	 1	 2	 0	 "Item_1"
173	 1	 1	 0	 1	 2	 3	 3	 3	 0	 "Item_1"
174	 1	 1	 0	 0	 1	 0	 1	 0	 0	 "Item_1"
175	 1	 1	 0	 2	 4	 3	 4	 3	 1	 "Item_1"
176	 1	 1	 0	 0	 0	 0	 0	 0	 0	 "Item_1"
177	 1	 1	 0	 0	 1	 0	 0	 0	 1	 "Item_1"
178	 1	 1	 0	 1	 1	 2	 3	 1	 1	 "Item_1"
179	 1	 1	 1	 3	 4	 3	 4	 3	 1	 "Item_1"
180	 1	 1	 0	 0	 3	 3	 3	 2	 0	 "Item_1"
181	 1	 1	 1	 3	 4	 4	 4	 4	 1	 "Item_1"
182	 1	 1	 0	 0	 1	 1	 2	 2	 1	 "Item_1"
183	 1	 1	 0	 0	 1	 0	 0	 3	 0	 "Item_1"
184	 1	 1	 0	 0	 1	 2	 0	 0	 1	 "Item_1"
185	 1	 1	 0	 0	 3	 3	 3	 3	 0	 "Item_1"
186	 1	 1	 0	 1	 3	 4	 4	 2	 1	 "Item_1"
187	 1	 1	 0	 3	 4	 4	 4	 4	 1	 "Item_1"
188	 1	 1	 0	 1	 1	 1	 3	 3	 1	 "Item_1"
189	 1	 1	 0	 1	 2	 2	 1	 2	 1	 "Item_1"
190	 1	 1	 0	 1	 3	 4	 4	 3	 1	 "Item_1"
191	 1	 1	 0	 0	 1	 0	 2	 1	 1	 "Item_1"
192	 1	 1	 0	 1	 2	 2	 1	 1	 0	 "Item_1"
193	 1	 1	 0	 0	 0	 2	 2	 1	 0	 "Item_1"
194	 1	 1	 0	 0	 1	 1	 0	 1	 0	 "Item_1"
195	 1	 1	 0	 1	 1	 1	 0	 0	 1	 "Item_1"
196	 1	 1	 0	 0	 1	 3	 2	 2	 0	 "Item_1"
197	 1	 1	 0	 0	 1	 2	 1	 1	 1	 "Item_1"
198	 1	 1	 0	 0	 4	 2	 1	 1	 1	 "Item_1"
199	 1	 1	 0	 0	 3	 3	 1	 1	 1	 "Item_1"
200	 1	 1	 0	 0	 3	 2	 1	 2	 1	 "Item_1"
201	 1	 1	 0	 2	 4	 3	 2	 3	 1	 "Item_1"
202	 1	 1	 0	 1	 3	 2	 0	 4	 1	 "Item_1"
203	 1	 1	 0	 0	 1	 3	 2	 3	 0	 "Item_1"
204	 1	 1	 0	 1	 3	 2	 2	 1	 0	 "Item_1"
205	 1	 1	 0	 1	 2	 2	 3	 2	 0	 "Item_1"
206	 1	 1	 1	 3	 4	 4	 4	 4	 1	 "Item_1"
207	 1	 1	 0	 1	 2	 2	 4	 1	 0	 "Item_1"
208	 1	 1	 0	 1	 2	 2	 2	 3	 0	 "Item_1"
209	 1	 1	 0	 2	 2	 2	 1	 2	 0	 "Item_1"
210	 1	 1	 0	 0	 2	 1	 3	 2	 0	 "Item_1"
211	 1	 1	 1	 3	 4	 3	 4	 3	 1	 "Item_1"
212	 1	 1	 0	 2	 3	 2	 4	 2	 1	 "Item_1"
213	 1	 1	 0	 1	 4	 3	 4	 3	 1	 "Item_1"
214	 1	 1	 0	 1	 4	 3	 4	 3	 1	 "Item_1"
215	 1	 1	 0	 0	 2	 3	 3	 2	 1	 "Item_1"
216	 1	 1	 0	 0	 1	 2	 2	 3	 1	 "Item_1"
217	 1	 1	 1	 2	 4	 3	 4	 3	 1	 "Item_1"
218	 1	 1	 0	 1	 1	 3	 2	 4	 1	 "Item_1"
219	 1	 1	 0	 1	 4	 3	 3	 3	 1	 "Item_1"
220	 1	 1	 1	 2	 4	 3	 3	 2	 0	 "Item_1"
221	 1	 1	 0	 1	 2	 2	 3	 3	 0	 "Item_1"
222	 1	 1	 0	 1	 4	 4	 3	 4	 0	 "Item_1"
223	 1	 1	 0	 0	 2	 0	 2	 1	 1	 "Item_1"
224	 1	 1	 0	 2	 3	 2	 1	 1	 0	 "Item_1"
225	 1	 1	 1	 3	 3	 4	 4	 3	 1	 "Item_1"
226	 1	 1	 0	 0	 4	 4	 1	 1	 1	 "Item_1"
227	 1	 1	 0	 1	 1	 3	 3	 1	 0	 "Item_1"
228	 1	 1	 0	 1	 3	 4	 2	 4	 0	 "Item_1"
229	 1	 1	 0	 0	 4	 4	 3	 4	 1	 "Item_1"
230	 1	 1	 0	 1	 3	 3	 4	 1	 1	 "Item_1"
231	 1	 1	 0	 0	 1	 0	 0	 0	 1	 "Item_1"
232	 1	 1	 0	 3	 4	 4	 4	 4	 1	 "Item_1"
233	 1	 1	 0	 0	 2	 2	 2	 2	 1	 "Item_1"
234	 1	 1	 0	 0	 1	 2	 0	 0	 1	 "Item_1"
235	 1	 1	 0	 0	 3	 2	 3	 3	 0	 "Item_1"
236	 1	 1	 0	 0	 1	 2	 2	 2	 0	 "Item_1"
237	 1	 1	 0	 0	 4	 1	 2	 3	 1	 "Item_1"
238	 1	 1	 0	 2	 4	 3	 4	 3	 0	 "Item_1"
239	 1	 1	 0	 0	 1	 1	 1	 2	 1	 "Item_1"
240	 1	 1	 0	 1	 3	 3	 3	 3	 0	 "Item_1"
241	 1	 1	 0	 1	 3	 3	 4	 3	 1	 "Item_1"
242	 1	 1	 0	 2	 2	 2	 2	 1	 0	 "Item_1"
243	 1	 1	 0	 0	 1	 2	 1	 1	 1	 "Item_1"
244	 1	 1	 0	 0	 1	 1	 2	 0	 0	 "Item_1"
245	 1	 1	 0	 1	 4	 3	 2	 4	 0	 "Item_1"
246	 1	 1	 0	 1	 4	 4	 4	 3	 1	 "Item_1"
247	 1	 1	 0	 0	 1	 0	 1	 0	 1	 "Item_1"
248	 1	 1	 1	 3	 4	 3	 4	 3	 0	 "Item_1"
249	 1	 1	 1	 3	 4	 3	 4	 3	 0	 "Item_1"
250	 1	 1	 0	 2	 4	 4	 4	 4	 1	 "Item_1"
251	 1	 1	 0	 1	 3	 1	 3	 2	 1	 "Item_1"
252	 1	 1	 0	 1	 2	 1	 2	 0	 0	 "Item_1"
253	 1	 1	 0	 1	 4	 3	 3	 2	 0	 "Item_1"
254	 1	 1	 0	 2	 3	 1	 1	 2	 1	 "Item_1"
255	 1	 1	 0	 0	 1	 2	 2	 0	 0	 "Item_1"
256	 1	 1	 0	 0	 1	 0	 1	 1	 0	 "Item_1"
257	 1	 1	 1	 2	 4	 3	 4	 4	 0	 "Item_1"
258	 1	 1	 0	 0	 1	 2	 3	 2	 0	 "Item_1"
259	 1	 1	 1	 4	 4	 4	 4	 4	 1	 "Item_1"
260	 1	 1	 0	 0	 3	 2	 2	 2	 1	 "Item_1"
261	 1	 1	 0	 2	 3	 2	 4	 4	 1	 "Item_1"
262	 1	 1	 0	 0	 1	 3	 4	 3	 0	 "Item_1"
263	 1	 1	 0	 2	 3	 3	 4	 3	 1	 "Item_1"
264	 1	 1	 0	 0	 1	 1	 1	 0	 1	 "Item_1"
265	 1	 1	 0	 1	 3	 3	 3	 4	 1	 "Item_1"
266	 1	 1	 0	 1	 1	 2	 2	 2	 0	 "Item_1"
267	 1	 1	 0	 1	 2	 1	 3	 2	 0	 "Item_1"
268	 1	 1	 0	 2	 3	 4	 4	 2	 1	 "Item_1"
269	 1	 1	 0	 0	 2	 0	 1	 1	 0	 "Item_1"
270	 1	 1	 0	 0	 1	 1	 0	 0	 0	 "Item_1"
271	 1	 1	 1	 3	 4	 3	 3	 3	 1	 "Item_1"
272	 1	 1	 0	 0	 1	 2	 1	 1	 0	 "Item_1"
273	 1	 1	 0	 1	 4	 3	 4	 2	 1	 "Item_1"
274	 1	 1	 0	 1	 2	 3	 4	 4	 0	 "Item_1"
275	 1	 1	 0	 1	 2	 3	 3	 2	 0	 "Item_1"
276	 1	 1	 0	 0	 3	 2	 2	 0	 1	 "Item_1"
277	 1	 1	 0	 0	 2	 2	 1	 1	 1	 "Item_1"
278	 1	 1	 0	 0	 0	 0	 0	 2	 0	 "Item_1"
279	 1	 1	 0	 0	 0	 1	 0	 0	 0	 "Item_1"
280	 1	 1	 1	 3	 3	 3	 1	 3	 0	 "Item_1"
281	 1	 1	 0	 0	 2	 3	 3	 4	 0	 "Item_1"
282	 1	 1	 0	 0	 2	 0	 1	 0	 1	 "Item_1"
283	 1	 1	 0	 0	 0	 0	 0	 0	 0	 "Item_1"
284	 1	 1	 0	 0	 1	 1	 0	 1	 0	 "Item_1"
285	 1	 1	 0	 1	 3	 3	 3	 3	 1	 "Item_1"
286	 1	 1	 0	 1	 1	 2	 1	 2	 1	 "Item_1"
287	 1	 1	 0	 2	 3	 1	 4	 4	 0	 "Item_1"
288	 1	 1	 0	 0	 2	 3	 1	 3	 0	 "Item_1"
289	 1	 1	 0	 1	 2	 3	 2	 2	 0	 "Item_1"
290	 1	 1	 0	 0	 1	 1	 1	 1	 1	 "Item_1"
291	 1	 1	 0	 2	 2	 3	 4	 4	 1	 "Item_1"
292	 1	 1	 0	 1	 3	 2	 3	 1	 1	 "Item_1"
293	 1	 1	 0	 1	 1	 2	 0	 1	 0	 "Item_1"
294	 1	 1	 1	 2	 3	 3	 3	 4	 0	 "Item_1"
295	 1	 1	 0	 0	 1	 1	 1	 2	 1	 "Item_1"
296	 1	 1	 0	 1	 3	 3	 2	 4	 0	 "Item_1"
297	 1	 1	 1	 3	 4	 4	 4	 4	 0	 "Item_1"
298	 1	 1	 0	 0	 1	 2	 2	 3	 0	 "Item_1"
299	 1	 1	 0	 1	 3	 1	 2	 2	 0	 "Item_1"
300	 1	 1	 0	 0	 2	 2	 3	 1	 1	 "Item_1"
301	 1	 1	 0	 0	 2	 3	 4	 2	 0	 "Item_1"
302	 1	 1	 0	 2	 2	 2	 2	 2	 0	 "Item_1"
303	 1	 1	 0	 0	 1	 3	 1	 3	 0	 "Item_1"
304	 1	 1	 0	 0	 1	 3	 2	 0	 0	 "Item_1"
305	 1	 1	 0	 1	 3	 3	 4	 3	 1	 "Item_1"
306	 1	 1	 0	 2	 3	 3	 4	 3	 1	 "Item_1"
307	 1	 1	 0	 2	 1	 1	 1	 1	 1	 "Item_1"
308	 1	 1	 0	 0	 3	 2	 2	 1	 1	 "Item_1"
309	 1	 1	 0	 1	 4	 4	 3	 4	 1	 "Item_1"
310	 1	 1	 0	 2	 2	 1	 1	 2	 0	 "Item_1"
311	 1	 1	 0	 0	 2	 3	 2	 2	 1	 "Item_1"
312	 1	 1	 0	 1	 4	 3	 4	 4	 0	 "Item_1"
313	 1	 1	 0	 2	 3	 3	 4	 4	 1	 "Item_1"
314	 1	 1	 0	 1	 2	 0	 2	 2	 0	 "Item_1"
315	 1	 1	 0	 1	 3	 3	 3	 3	 0	 "Item_1"
316	 1	 1	 1	 1	 2	 1	 4	 4	 0	 "Item_1"
317	 1	 1	 0	 0	 2	 1	 2	 2	 0	 "Item_1"
318	 1	 1	 0	 2	 3	 3	 3	 3	 1	 "Item_1"
319	 1	 1	 0	 1	 4	 4	 4	 2	 1	 "Item_1"
320	 1	 1	 0	 0	 4	 2	 3	 2	 0	 "Item_1"
321	 1	 1	 0	 1	 2	 1	 3	 2	 1	 "Item_1"
322	 1	 1	 0	 0	 1	 1	 2	 1	 0	 "Item_1"
323	 1	 1	 0	 0	 4	 2	 2	 3	 1	 "Item_1"
324	 1	 1	 0	 0	 2	 0	 0	 2	 0	 "Item_1"
325	 1	 1	 0	 1	 1	 2	 2	 2	 0	 "Item_1"
326	 1	 1	 0	 2	 4	 4	 4	 4	 1	 "Item_1"
327	 1	 1	 1	 3	 4	 4	 4	 4	 1	 "Item_1"
328	 1	 1	 0	 1	 2	 2	 2	 3	 1	 "Item_1"
329	 1	 1	 0	 0	 3	 2	 2	 0	 0	 "Item_1"
330	 1	 1	 0	 0	 3	 2	 3	 2	 0	 "Item_1"
331	 1	 1	 1	 3	 4	 4	 4	 3	 1	 "Item_1"
332	 1	 1	 0	 0	 2	 3	 2	 2	 1	 "Item_1"
333	 1	 1	 0	 0	 4	 3	 4	 3	 0	 "Item_1"
334	 1	 1	 0	 1	 2	 1	 2	 3	 1	 "Item_1"
335	 1	 1	 0	 0	 0	 1	 0	 0	 0	 "Item_1"
336	 1	 1	 0	 1	 3	 2	 2	 3	 0	 "Item_1"
337	 1	 1	 0	 0	 2	 1	 3	 1	 1	 "Item_1"
338	 1	 1	 0	 0	 0	 0	 0	 1	 0	 "Item_1"
339	 1	 1	 1	 1	 3	 3	 3	 3	 1	 "Item_1"
340	 1	 1	 0	 1	 2	 1	 2	 3	 1	 "Item_1"
341	 1	 1	 0	 1	 4	 3	 1	 4	 1	 "Item_1"
342	 1	 1	 0	 1	 2	 3	 2	 0	 1	 "Item_1"
343	 1	 1	 1	 2	 4	 2	 4	 4	 0	 "Item_1"
344	 1	 1	 0	 2	 4	 3	 4	 4	 0	 "Item_1"
345	 1	 1	 0	 0	 1	 0	 0	 1	 1	 "Item_1"
346	 1	 1	 0	 1	 3	 2	 3	 3	 0	 "Item_1"
347	 1	 1	 0	 2	 4	 2	 4	 3	 0	 "Item_1"
348	 1	 1	 0	 0	 2	 0	 2	 3	 0	 "Item_1"
349	 1	 1	 0	 0	 0	 0	 0	 0	 1	 "Item_1"
350	 1	 1	 0	 0	 3	 1	 3	 4	 0	 "Item_1"
351	 1	 1	 0	 1	 4	 3	 4	 4	 1	 "Item_1"
352	 1	 1	 0	 1	 1	 2	 2	 3	 0	 "Item_1"
353	 1	 1	 1	 3	 4	 4	 4	 4	 1	 "Item_1"
354	 1	 1	 0	 2	 4	 3	 4	 2	 0	 "Item_1"
355	 1	 1	 0	 0	 4	 2	 2	 2	 1	 "Item_1"
356	 1	 1	 1	 2	 3	 3	 4	 4	 0	 "Item_1"
357	 1	 1	 0	 1	 1	 3	 2	 2	 0	 "Item_1"
358	 1	 1	 0	 1	 3	 3	 3	 3	 0	 "Item_1"
359	 1	 1	 0	 0	 4	 3	 4	 2	 0	 "Item_1"
360	 1	 1	 0	 2	 4	 4	 3	 3	 1	 "Item_1"
361	 1	 1	 0	 1	 2	 2	 1	 2	 0	 "Item_1"
362	 1	 1	 0	 1	 2	 3	 2	 2	 0	 "Item_1"
363	 1	 1	 0	 1	 4	 3	 3	 3	 1	 "Item_1"
364	 1	 1	 0	 1	 2	 2	 3	 2	 1	 "Item_1"
365	 1	 1	 0	 1	 2	 2	 0	 1	 1	 "Item_1"
366	 1	 1	 1	 2	 4	 3	 4	 3	 0	 "Item_1"
367	 1	 1	 1	 2	 4	 2	 3	 4	 1	 "Item_1"
368	 1	 1	 0	 2	 3	 2	 2	 4	 1	 "Item_1"
369	 1	 1	 0	 0	 1	 1	 3	 3	 0	 "Item_1"
370	 1	 1	 0	 1	 4	 2	 1	 1	 1	 "Item_1"
371	 1	 1	 0	 2	 4	 3	 3	 1	 0	 "Item_1"
372	 1	 1	 0	 1	 2	 2	 4	 3	 0	 "Item_1"
373	 1	 1	 0	 1	 4	 3	 2	 1	 0	 "Item_1"
374	 1	 1	 0	 1	 4	 4	 2	 3	 0	 "Item_1"
375	 1	 1	 0	 1	 1	 2	 1	 1	 0	 "Item_1"
376	 1	 1	 0	 0	 3	 3	 3	 2	 0	 "Item_1"
377	 1	 1	 0	 0	 1	 2	 3	 2	 1	 "Item_1"
378	 1	 1	 0	 1	 2	 2	 2	 3	 1	 "Item_1"
379	 1	 1	 0	 0	 1	 0	 0	 0	 1	 "Item_1"
380	 1	 1	 0	 0	 2	 2	 3	 3	 1	 "Item_1"
381	 1	 1	 0	 0	 0	 1	 0	 0	 1	 "Item_1"
382	 1	 1	 0	 1	 2	 2	 1	 1	 0	 "Item_1"
383	 1	 1	 1	 3	 2	 4	 4	 2	 0	 "Item_1"
384	 1	 1	 0	 1	 4	 3	 4	 4	 1	 "Item_1"
385	 1	 1	 0	 0	 1	 0	 0	 1	 0	 "Item_1"
386	 1	 1	 0	 0	 2	 1	 2	 0	 0	 "Item_1"
387	 1	 1	 0	 2	 4	 3	 4	 4	 0	 "Item_1"
388	 1	 1	 0	 2	 4	 3	 3	 2	 0	 "Item_1"
389	 1	 1	 0	 1	 1	 0	 2	 1	 1	 "Item_1"
390	 1	 1	 0	 3	 4	 3	 2	 4	 1	 "Item_1"
391	 1	 1	 0	 0	 3	 3	 3	 4	 0	 "Item_1"
392	 1	 1	 1	 3	 4	 2	 2	 2	 0	 "Item_1"
393	 1	 1	 0	 0	 2	 3	 1	 2	 1	 "Item_1"
394	 1	 1	 0	 0	 2	 2	 3	 1	 1	 "Item_1"
395	 1	 1	 0	 1	 3	 3	 1	 1	 1	 "Item_1"
396	 1	 1	 0	 1	 3	 3	 4	 4	 0	 "Item_1"
397	 1	 1	 0	 1	 3	 2	 2	 1	 1	 "Item_1"
398	 1	 1	 0	 0	 1	 1	 0	 0	 0	 "Item_1"
399	 1	 1	 0	 0	 1	 1	 2	 2	 1	 "Item_1"
400	 1	 1	 0	 0	 2	 2	 1	 1	 0	 "Item_1"
401	 1	 1	 0	 2	 4	 4	 4	 3	 1	 "Item_1"
402	 1	 1	 0	 0	 1	 2	 1	 2	 0	 "Item_1"
403	 1	 1	 0	 2	 3	 3	 3	 3	 1	 "Item_1"
404	 1	 1	 0	 1	 3	 2	 3	 3	 1	 "Item_1"
405	 1	 1	 1	 2	 4	 3	 4	 4	 0	 "Item_1"
406	 1	 1	 0	 0	 1	 3	 2	 1	 1	 "Item_1"
407	 1	 1	 1	 2	 3	 2	 3	 3	 1	 "Item_1"
408	 1	 1	 0	 1	 2	 2	 4	 3	 1	 "Item_1"
409	 1	 1	 0	 1	 2	 2	 2	 2	 1	 "Item_1"
410	 1	 1	 0	 1	 3	 2	 3	 3	 1	 "Item_1"
411	 1	 1	 0	 1	 3	 3	 4	 4	 0	 "Item_1"
412	 1	 1	 0	 0	 1	 0	 0	 0	 1	 "Item_1"
413	 1	 1	 1	 2	 2	 2	 2	 3	 0	 "Item_1"
414	 1	 1	 0	 0	 1	 0	 0	 0	 0	 "Item_1"
415	 1	 1	 0	 2	 3	 3	 3	 3	 0	 "Item_1"
416	 1	 1	 0	 0	 3	 2	 2	 2	 1	 "Item_1"
417	 1	 1	 1	 2	 2	 1	 4	 3	 0	 "Item_1"
418	 1	 1	 0	 1	 3	 3	 3	 3	 0	 "Item_1"
419	 1	 1	 0	 0	 1	 1	 3	 2	 0	 "Item_1"
420	 1	 1	 0	 0	 0	 2	 1	 1	 1	 "Item_1"
421	 1	 1	 0	 1	 2	 1	 2	 2	 0	 "Item_1"
422	 1	 1	 0	 2	 4	 3	 3	 4	 0	 "Item_1"
423	 1	 1	 0	 0	 2	 2	 2	 2	 0	 "Item_1"
424	 1	 1	 0	 0	 1	 1	 1	 1	 1	 "Item_1"
425	 1	 1	 0	 1	 2	 0	 2	 2	 1	 "Item_1"
426	 1	 1	 0	 2	 3	 2	 2	 1	 1	 "Item_1"
427	 1	 1	 1	 3	 4	 4	 4	 4	 1	 "Item_1"
428	 1	 1	 0	 0	 3	 2	 1	 2	 0	 "Item_1"
429	 1	 1	 0	 2	 4	 3	 4	 3	 1	 "Item_1"
430	 1	 1	 0	 0	 3	 2	 2	 1	 0	 "Item_1"
431	 1	 1	 0	 0	 1	 1	 3	 3	 0	 "Item_1"
432	 1	 1	 0	 1	 1	 2	 2	 1	 0	 "Item_1"
433	 1	 1	 1	 3	 3	 4	 4	 3	 1	 "Item_1"
