case_ID F1_1 F1_3 F1_5 F1_7 F1_9 F1_11 F1_13 F1_15 F1_17 F1_19 C_2 C_4 C_6 C_8 C_10 C_12 C_14 C_16 C_18 C_20 F2_1 F2_3 F2_5 F2_7 F2_9 F2_11 F2_13 F2_15 F2_17 F2_19
656 0 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
657 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
658 0 0 1 1 1 1 1 1 0 0 1 1 1 0 0 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
659 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
660 0 1 0 1 1 1 1 1 0 0 0 1 1 1 0 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
661 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
662 0 0 0 0 0 0 1 0 1 0 1 0 1 1 0 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
663 0 1 0 1 1 1 1 1 0 0 0 1 1 0 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
664 0 1 0 1 1 0 1 0 0 0 1 0 1 1 1 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
665 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
666 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
667 0 1 1 1 1 1 0 1 0 0 1 1 1 0 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
668 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
669 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 0 0 0 0 1 NA NA NA NA NA NA NA NA NA NA
670 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
671 0 0 0 1 0 0 1 0 1 0 1 0 1 0 0 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
672 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
673 1 0 0 0 0 0 1 1 0 0 0 1 1 0 1 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
674 0 0 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
675 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
676 0 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
677 1 0 1 1 0 0 1 1 0 0 0 1 1 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
678 1 1 0 1 1 1 0 1 1 0 0 1 1 0 1 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
679 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
680 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
681 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
682 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
683 0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
684 0 0 0 0 1 1 1 1 0 0 1 0 1 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
685 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
686 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
687 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
688 1 1 0 1 0 0 1 0 1 0 1 1 0 1 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
689 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
690 0 1 0 1 1 1 1 1 0 0 0 1 1 0 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
691 0 0 1 1 1 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
692 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
693 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA NA NA NA NA NA NA NA NA NA
694 0 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
695 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
696 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
697 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
698 0 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
699 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 NA NA NA NA NA NA NA NA NA NA
700 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA
701 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
702 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
703 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
704 1 1 1 0 1 1 1 1 1 0 1 0 1 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
705 0 0 0 0 1 1 0 1 0 0 0 0 1 1 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
706 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
707 0 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
708 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
709 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
710 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
711 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
712 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
713 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
714 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
715 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
716 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
717 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
718 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
719 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
720 0 0 1 0 1 1 1 1 0 0 0 1 1 1 0 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
721 0 0 0 0 1 1 1 1 0 0 1 1 1 0 1 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
722 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
723 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
724 0 0 0 1 1 1 0 1 0 0 0 1 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
725 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 1 0 NA NA NA NA NA NA NA NA NA NA
726 0 1 0 1 0 1 1 1 0 0 1 0 0 0 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
727 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
728 1 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
729 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
730 0 0 0 1 0 1 1 1 0 0 1 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
731 0 0 1 0 1 1 1 1 1 0 1 1 1 0 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
732 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1 0 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
733 1 1 1 1 0 1 0 1 0 0 1 0 1 0 1 1 0 0 1 1 NA NA NA NA NA NA NA NA NA NA
734 0 1 1 0 0 1 1 1 1 0 1 1 1 1 1 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
735 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 NA NA NA NA NA NA NA NA NA NA
736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
737 0 0 0 0 0 1 1 1 1 0 1 0 0 1 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
738 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
739 1 1 0 1 1 0 1 1 0 0 1 0 1 1 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
740 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
741 0 1 0 1 1 1 1 1 0 0 0 0 0 1 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
742 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
743 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
744 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
745 0 1 0 1 0 1 1 0 0 0 1 0 1 0 0 1 1 0 0 0 NA NA NA NA NA NA NA NA NA NA
746 0 1 1 1 1 1 1 0 1 0 0 1 0 0 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
747 0 0 0 1 1 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
748 0 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
749 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
750 0 0 0 1 1 1 1 0 1 0 0 0 1 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
751 0 0 0 1 1 1 1 1 0 0 0 0 1 0 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
752 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
753 0 0 0 0 0 1 1 0 0 0 0 0 1 1 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
754 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
755 1 0 0 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
756 0 0 0 1 0 1 1 1 0 0 0 1 0 0 1 1 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
757 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
758 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
759 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 NA NA NA NA NA NA NA NA NA NA
760 0 0 0 0 0 0 1 1 1 0 1 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
761 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
762 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
763 0 0 0 1 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
764 0 0 1 1 1 1 1 0 0 0 1 0 1 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
765 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
766 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
767 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
768 0 0 0 0 1 1 1 0 0 0 0 0 1 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
769 0 1 0 1 1 1 1 1 0 0 1 1 1 0 1 1 1 0 0 1 NA NA NA NA NA NA NA NA NA NA
770 0 1 0 1 0 1 0 1 1 0 1 1 1 1 0 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
771 0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 1 1 NA NA NA NA NA NA NA NA NA NA
772 0 1 1 1 0 1 1 1 0 0 1 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
773 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
774 1 1 0 0 0 1 0 1 1 0 1 0 0 0 0 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
775 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
776 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
777 1 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
778 0 0 0 1 0 1 1 1 0 0 0 0 0 0 1 0 0 1 1 1 NA NA NA NA NA NA NA NA NA NA
779 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
780 0 0 0 1 1 1 1 1 1 0 0 0 1 1 1 0 0 0 0 1 NA NA NA NA NA NA NA NA NA NA
781 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 NA NA NA NA NA NA NA NA NA NA
782 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
783 0 0 1 0 0 1 1 0 1 0 0 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
784 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
785 1 0 0 0 0 1 1 0 1 0 1 0 0 1 0 0 0 0 0 1 NA NA NA NA NA NA NA NA NA NA
786 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 0 1 1 NA NA NA NA NA NA NA NA NA NA
787 0 0 0 0 0 1 1 0 0 0 1 1 1 1 1 1 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
788 0 0 0 0 0 1 1 0 0 0 0 1 0 1 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
789 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
790 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
791 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
792 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA
793 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
794 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
795 0 0 0 1 0 1 1 1 0 0 0 1 1 1 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
796 1 0 0 0 1 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
797 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
798 0 0 0 1 1 1 1 1 0 0 0 1 0 0 0 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
799 1 1 0 1 1 1 1 1 0 0 0 0 1 1 1 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
800 0 0 0 0 0 1 0 0 1 0 1 0 1 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
801 0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
802 1 0 0 1 1 1 1 1 1 0 0 0 1 1 1 1 0 0 1 0 NA NA NA NA NA NA NA NA NA NA
803 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
804 0 1 0 1 1 1 1 0 0 0 0 1 1 1 1 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
805 0 0 0 0 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
806 0 1 0 1 1 1 1 0 0 0 1 0 1 0 1 1 0 0 0 1 NA NA NA NA NA NA NA NA NA NA
807 1 1 1 0 1 1 1 1 1 0 0 1 1 0 1 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
808 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
809 0 0 0 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
810 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA
811 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
812 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
813 0 0 0 1 0 1 1 1 0 0 1 1 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
814 0 1 1 1 0 1 1 1 0 0 1 1 1 0 1 0 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
815 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
816 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
817 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 NA NA NA NA NA NA NA NA NA NA
818 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1 1 0 NA NA NA NA NA NA NA NA NA NA
819 1 1 0 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
820 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
821 1 0 0 1 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
822 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
823 0 0 1 1 1 1 0 1 1 0 1 1 1 1 1 0 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
824 0 0 0 1 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
825 0 0 1 1 1 1 1 0 0 0 0 0 1 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
826 1 0 0 0 1 1 1 1 0 0 1 1 1 1 0 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
827 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
828 1 1 1 1 1 0 1 1 1 0 1 1 0 0 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
829 0 1 1 1 1 0 1 1 0 1 1 1 1 0 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
830 0 1 1 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
831 1 0 0 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
832 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
833 1 0 0 0 0 1 1 1 1 0 0 1 0 0 1 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
834 0 0 0 0 0 1 1 1 1 0 0 1 1 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
835 0 0 0 1 0 1 1 0 1 0 0 0 0 0 0 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
836 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
837 0 0 1 1 0 1 1 1 1 0 1 0 1 0 1 1 0 1 1 0 NA NA NA NA NA NA NA NA NA NA
838 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
839 0 0 1 1 1 1 1 1 0 0 1 1 1 0 1 0 1 1 1 0 NA NA NA NA NA NA NA NA NA NA
840 1 0 0 1 0 1 1 1 0 0 1 0 0 0 0 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
841 0 0 1 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
842 0 1 1 1 0 1 1 1 1 0 1 0 1 1 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
843 0 0 0 0 0 1 1 1 1 0 0 0 1 1 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
844 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
845 0 1 0 1 1 1 0 1 0 0 1 0 1 0 0 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
846 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
847 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 NA NA NA NA NA NA NA NA NA NA
848 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
849 0 0 0 1 0 1 1 0 0 0 0 1 1 1 1 1 1 1 1 0 NA NA NA NA NA NA NA NA NA NA
850 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
851 0 0 0 1 1 1 1 1 0 0 0 1 1 1 1 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
852 0 0 0 1 0 1 0 1 0 0 1 1 0 0 1 0 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
853 0 1 1 1 1 0 1 0 1 0 1 1 1 1 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
854 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 NA NA NA NA NA NA NA NA NA NA
855 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
856 0 1 0 1 0 1 1 1 1 0 1 0 1 0 1 1 0 1 1 0 NA NA NA NA NA NA NA NA NA NA
857 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
858 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 0 0 1 0 1 NA NA NA NA NA NA NA NA NA NA
859 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
860 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
861 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
862 0 0 0 0 0 0 1 1 0 0 0 1 1 1 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
863 0 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 NA NA NA NA NA NA NA NA NA NA
864 1 1 0 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 NA NA NA NA NA NA NA NA NA NA
865 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
866 0 0 1 0 0 1 1 1 0 0 1 0 1 0 0 1 1 0 0 0 NA NA NA NA NA NA NA NA NA NA
867 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
868 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
869 0 0 0 1 0 1 1 1 0 0 0 0 0 0 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
870 0 0 1 1 0 1 1 1 0 0 1 0 1 0 1 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
871 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA
872 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1 0 1 NA NA NA NA NA NA NA NA NA NA
873 0 0 1 1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
874 1 0 0 0 1 1 1 1 0 0 1 1 1 1 1 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA
