case_ID F2_1 C_2 F2_3 C_4 F2_5 C_6 F2_7 C_8 F2_9 C_10 F2_11 C_12 F2_13 C_14 F2_15 C_16 F2_17 C_18 F2_19 C_20
991 0 1 1 1 0 1 1 1 0 1 1 0 1 0 1 1 1 0 0 0
992 0 1 0 1 0 1 1 0 0 1 0 0 1 0 1 1 0 0 0 1
993 0 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1
994 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1
995 0 1 0 1 0 0 1 0 0 1 1 0 1 0 1 1 0 0 0 1
996 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0
997 0 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 0 0 0 0
998 0 1 1 1 0 1 0 0 1 1 0 1 1 0 1 1 1 0 0 1
999 1 1 1 1 0 1 0 1 1 0 1 1 1 0 1 1 1 0 0 1
1000 0 0 1 0 0 0 1 0 1 1 0 0 1 0 1 1 0 0 0 0
